codigo_pdv;nome_pdv;razao_social;endereco;bairro;cidade;uf;cep;latitude;longitude;created_at;bandeira
264;S00264 - HAVAN - RODOVIA BR 282 KM 4 - 3700 - FLORIANOPOLIS - SC;;RODOVIA BR 282 KM 4, 3700;CAPOEIRAS;FLORIANOPOLIS;SC;88090700;-276.031.123;-485.909.112;2026-02-09 21:05:02.239959+00;HAVAN
9463;S02352 - CLIMA RIO - AVENIDA FRANCA - 606 - PORTO ALEGRE - RS;;AVENIDA FRANÇA, 606 - NAVEGANTES, PORTO ALEGRE - RS;ANDRACEL CENTER;ANAPOLIS;GO;;-3.000.346;-5.120.073;2026-02-09 21:05:02.239959+00;FUJIOKA
779;S00779 - HAVAN - RUA ORESTES CAMILLI - 91 - CURITIBA - PR;;RUA ORESTES CAMILLI, 91;PRADO VELHO;CURITIBA;PR;80215330;-2.546.319;-4.925.217;2026-02-09 21:05:02.694969+00;HAVAN
8672;S08672 - HAVAN - ECO VALE SHOPPING - LORENA - SP;;RODOVIA PRESIDENTE DUTRA KM 53, SN;SANTA LUCRECIA;LORENA;SP;12612550;-227.551.025;-4.510.641.709.999.990;2026-02-09 21:05:02.780508+00;HAVAN
11020;S11020 - COLOMBO - AVENIDA FLORES DA CUNHA - 1731 - CACHOEIRINHA - RS;;AVENIDA FLORES DA CUNHA, 1731;VILA CACHOEIRINHA;CACHOEIRINHA;RS;94910003;-2.994.956;-5.109.688;2026-02-09 21:05:02.239959+00;COLOMBO
112;S00112 - UNIAR - AVENIDA ITATIAIA - 949 - RIBEIRAO PRETO - SP;;Avenida Itatiaia, 949;RIBEIRAO PRETO;RIBEIRAO PRETO;SP;14025240;-2.119.279;-4.781.299;2026-02-09 21:05:01.598207+00;POLOAR
78443;S78443 - COLOMBO - AVENIDA GENERAL FLORES DA CUNHA - 895 - SEBERI - RS;;AVENIDA GENERAL FLORES DA CUNHA, 895;;SEBERI;RS;98380000;-2.748.312;-5.340.102;2026-02-09 21:05:01.741346+00;COLOMBO
3001;S03001 - COLOMBO - RUA RAMIRO BARCELOS - 2016 - MONTENEGRO - RS;;RUA RAMIRO BARCELOS, 2016;;MONTENEGRO;RS;95780000;-2.968.573;-5.146.108;2026-02-09 21:05:02.063994+00;COLOMBO
11603;S11603 - FUJIOKA - AVENIDA VINTE DE AGOSTO - 1468 - CATALAO - GO;;AVENIDA VINTE DE AGOSTO, 1468;SETOR CENTRAL;CATALAO;GO;75701010;-1.816.775;-4.794.712;2026-02-09 21:05:02.239959+00;FUJIOKA
2065;S02065 - RAMSONS - SHOPPING PONTA NEGRA - MANAUS - AM;;AVENIDA CORONEL TEIXEIRA, 5705;PONTA NEGRA;MANAUS;AM;69037000;-30.764.118;-600.819.351;2026-02-09 21:05:02.384876+00;RAMSONS
49508;S49508 - COLOMBO - AVENIDA ASSIS BRASIL - 2278 - PORTO ALEGRE - RS;;AVENIDA ASSIS BRASIL, 2278;CRISTO REDENTOR;PORTO ALEGRE;RS;91010002;-3.001.136;-5.116.478;2026-02-09 21:05:01.947218+00;COLOMBO
18890;S18890 - COLOMBO - RUA CORREIA PINTO - 157 - LAGES - SC;;RUA CORREIA PINTO, 157;CENTRO;LAGES;SC;88502201;-2.781.359;-5.032.581;2026-02-09 21:05:01.741346+00;COLOMBO
114;S00114 - A.DIAS - R. TEN. ALBERTOICCIATI - 120 - SAO PAULO - SP;;R. Ten. Albertoicciati, 120;VARZEA DA BARRA FUNDA;SAO PAULO;SP;1140130;-2.351.969;-4.667.227;2026-02-09 21:05:01.598207+00;A.DIAS
24785;S24785 - COLOMBO - AVENIDA INDEPENDENCIA - 1160 - PALOTINA - PR;;AVENIDA INDEPENDENCIA, 1160;;PALOTINA;PR;85950000;-242.832.328;-538.389.681;2026-02-09 21:05:02.576155+00;COLOMBO
4830;S04830 - COLOMBO - AVENIDA OSVALDO ARANHA - 598 - VENANCIO AIRES - RS;;AVENIDA OSVALDO ARANHA, 598;;VENANCIO AIRES;RS;95800000;-2.960.544;-5.219.209;2026-02-09 21:05:02.063994+00;COLOMBO
5304;S05304 - HAVAN - RODOVIA WASHINGTON LUIS - SN - SAO CARLOS - SP;;RODOVIA WASHINGTON LUIS, SN;JARDIM MARACANA;SAO CARLOS;SP;13571291;-2.204.061;-4.786.174;2026-02-09 21:05:02.780508+00;HAVAN
17906;S17906 - REGIONAL SUL - HAVAN - CONCORDIA - SAO CRISTOVAO - SC;;RUA TANCREDO DE ALMEIDA NEVES, 4455;SAO CRISTOVAO;CONCORDIA;SC;89711690;-2.722.631;-519.768;2026-02-09 21:05:02.063994+00;HAVAN
81401;S81401 - COLOMBO - AV VALDOMIRO BOCCHESE - 399 - ANTONIO PRADO - RS;;AVENIDA VALDOMIRO BOCCHESE, 399,;;ANTONIO PRADO;RS;95250000;-2.885.719;-5.128.579;2026-02-09 21:05:02.063994+00;COLOMBO
7924;S07924 - FUJIOKA - AVENIDA INDEPENDENCIA - SN - APARECIDA DE GOIANIA - GO;;AVENIDA INDEPENDENCIA, SN;INDEPENDENCIA;APARECIDA DE GOIANIA;GO;74967145;-1.682.385;-4.928.274;2026-02-09 21:05:02.384876+00;FUJIOKA
18040;S86705 - COLOMBO - AVENIDA ASSIS BRASIL - 8600 - PORTO ALEGRE - RS;;AVENIDA ASSIS BRASIL, 8600;SARANDI;PORTO ALEGRE;RS;91140000;-2.997.978;-5.111.469;2026-02-09 21:05:02.063994+00;HAVAN
526;S00526 - RAMSONS - RUA DOUTOR MOREIRA - 190 - MANAUS - AM;;RUA DOUTOR MOREIRA, 190;CENTRO;MANAUS;AM;69005250;-31.362.745;-600.219.278;2026-02-09 21:05:02.384876+00;RAMSONS
13595;S13595 - HAVAN - POLO SHOPPING INDAIATUBA - INDAIATUBA - SP;;ALAMEDA FILTROS MANN, 670;JARDIM TROPICAL;INDAIATUBA;SP;13344580;-23.116.326;-4.721.942.749.999.990;2026-02-09 21:05:02.780508+00;HAVAN
1220;S01220 - COLOMBO - AVENIDA AFONSO PENA - 315 - LAGOA VERMELHA - RS;;AVENIDA AFONSO PENA, 315;;LAGOA VERMELHA;RS;95300000;-2.820.975;-5.152.497;2026-02-09 21:05:02.063994+00;COLOMBO
123;S00123 - UNIAR - RUA IPIRANGA - 134 - RIO DE JANEIRO - RJ;;Rua Ipiranga, 134, Laranjeiras;RIO DE JANEIRO;RIO DE JANEIRO;RJ;22231120;-2.293.584;-4.318.092;2026-02-09 21:05:01.598207+00;POLOAR
40713;S40713 - COLOMBO - AVENIDA INGLATERRA - 868 - CAMBE - PR;;AVENIDA INGLATERRA, 868;CENTRO;CAMBE;PR;86181000;-2.327.808;-5.128.124;2026-02-09 21:05:02.576155+00;COLOMBO
12602;S12602 - HAVAN - AVENIDA RUY RODRIGUEZ - 1540 - CAMPINAS - SP;;AVENIDA RUY RODRIGUEZ, 1540;JARDIM NOVO CAMPOS ELISEOS;CAMPINAS;SP;13060192;-229.431;-4.710.903;2026-02-09 21:05:02.780508+00;HAVAN
15603;S15603 - COLOMBO - RUA XV DE NOVEMBRO - 255 - CACAPAVA DO SUL - RS;;RUA XV DE NOVEMBRO, 255;;CACAPAVA DO SUL;RS;96570000;-3.050.921;-5.349.242;2026-02-09 21:05:01.741346+00;COLOMBO
30750;S30750 - COLOMBO - RUA PROFESSOR A AMAZILIA - 312 - UNIAO DA VITORIA - PR;;RUA PROFESSOR A AMAZILIA, 312;PONTE NOVA;UNIAO DA VITORIA;PR;84600010;-2.623.134;-5.108.795;2026-02-09 21:05:02.576155+00;COLOMBO
4685;S72402 - COLOMBO - RUA 202 - 35 - ITAPEMA - SC;;RUA 202, 35;MORRETES;ITAPEMA;SC;88220000;-271.186.416;-486.087.342;2026-02-09 21:05:02.063994+00;HAVAN
6370;S04326 - COLOMBO - RUA TIRADENTES - 154 - CANOAS - RS;;RUA TIRADENTES, 154;CENTRO;CANOAS;RS;92010260;-2.991.914;-5.117.974;2026-02-09 21:05:02.063994+00;COLOMBO
38132;S38132 - COLOMBO - AVENIDA BARAO DO RIO BRANCO - 608 - TORRES - RS;;AVENIDA BARAO DO RIO BRANCO, 608;;TORRES;RS;95560000;-2.933.548;-4.973.302;2026-02-09 21:05:01.947218+00;COLOMBO
16772;S67751 - COLOMBO - AVENIDA AVENIDA PARAGUASSU - 2252 - CAPAO DA CANOA - RS;;AVENIDA AVENIDA PARAGUASSU, 2252;;CAPAO DA CANOA;RS;95555000;-2.976.124;-5.001.909;2026-02-09 21:05:01.741346+00;HAVAN
11975;S11975 - HAVAN - RODOVIA SC 355 - SN - VIDEIRA - SC;;RODOVIA SC 355, SN;PORTAL DAS VIDEIRAS;VIDEIRA;SC;89560000;-2.700.515;-5.108.218;2026-02-09 21:05:02.239959+00;HAVAN
177;S00177 - UNIAR - R. JOSE DO PATROCINIO - 637 - JUNDIAI - SP;;R. José do Patrocínio, 637;VILA ARGOS VELHA;JUNDIAI;SP;13201640;-2.319.282;-4.687.614;2026-02-09 21:05:02.780508+00;STR
85229;S85229 - COLOMBO - RUA QUINZE DE NOVEMBRO - 7535 - JOINVILLE - SC;;RUA QUINZE DE NOVEMBRO, 7535, LOJA COMERCIAL N 3;VILA NOVA;JOINVILLE;SC;89237001;-2.628.677;-4.890.853;2026-02-09 21:05:02.694969+00;COLOMBO
66003;S00843 - COLOMBO - RUA MAL DEODORO - 168 - BENTO GONCALVES - RS;;RUA MAL DEODORO, 168;CENTRO;BENTO GONCALVES;RS;95700010;-2.916.589;-515.174;2026-02-09 21:05:01.947218+00;COLOMBO
2081;S08446 - FRIGELAR - AVENIDA NOSSA SENHORA DA PAZ - 355 - SAO JOSE DO RIO PRETO - SP;;Avenida Nossa Senhora da Paz 355 , Jardim  Alto Alegre;JARDIM ALTO ALEGRE;SAO JOSE DO RIO PRETO;SP;15055500;-2.078.806;-4.935.615;2026-02-09 21:05:01.598207+00;FRIGELAR
68480;S68480 - COLOMBO - RUA OTTO PFUETZENREUTER - 815 - JOINVILLE - SC;;RUA OTTO PFUETZENREUTER, 815;COSTA E SILVA;JOINVILLE;SC;89219202;-2.626.771;-4.887.232;2026-02-09 21:05:02.576155+00;COLOMBO
6629;S06629 - HAVAN - AVENIDA FRANCISCO FERREIRA LOPES - 3300 - MOGI DAS CRUZES - SP;;AVENIDA FRANCISCO FERREIRA LOPES, 3300;VILA JUNDIAI;MOGI DAS CRUZES;SP;8745000;-2.354.032;-4.623.028;2026-02-09 21:05:02.780508+00;HAVAN
72593;S07465 - ANGELONI - RODOVIA ARMANDO CALIL BULOS - 6375 - FLORIANOPOLIS - SC;;RODOVIA ARMANDO CALIL BULOS 6375;INGLESES DO RIO VERMELHO;FLORIANOPOLIS;SC;88058001;-2.743.741;-483.982;2026-02-09 21:05:01.741346+00;COLOMBO
543;S00543 - DUFRIO - AVENIDA GUILHERME MAXWELL - 356 - RIO DE JANEIRO - RJ;;Avenida Guilherme Maxwell, 356;BONSUCESSO;RIO DE JANEIRO;RJ;21040212;-2.286.337;-4.324.949;2026-02-09 21:05:01.598207+00;DUFRIO
25595;S25595 - COLOMBO - AVENIDA BRASILIA - 1552 - MEDIANEIRA - PR;;AVENIDA BRASILIA, 1552;;MEDIANEIRA;PR;85884000;-2.529.314;-5.409.389;2026-02-09 21:05:02.576155+00;COLOMBO
74537;S74537 - COLOMBO - RUA NEREU RAMOS - 511 - IMBITUBA - SC;;RUA NEREU RAMOS, 511;;IMBITUBA;SC;88780000;-2.823.935;-4.866.631;2026-02-09 21:05:01.741346+00;COLOMBO
82556;S82556 - COLOMBO - AV SUL BRASIL - 83 - MARAVILHA - SC;;AVENIDA SUL BRASIL, 83, SALA 01;;MARAVILHA;SC;89874000;-267.668;-5.317.547;2026-02-09 21:05:02.063994+00;COLOMBO
14470;S14470 - COLOMBO - AVENIDA JULIO DE CASTILHOS - 619 - TRES PASSOS - RS;;AVENIDA JULIO DE CASTILHOS, 619;;TRES PASSOS;RS;98600000;-2.745.568;-5.393.116;2026-02-09 21:05:01.741346+00;COLOMBO
15956;S15956 - COLOMBO - RUA BENJAMIN CONSTANT - 126 - RIO GRANDE - RS;;RUA BENJAMIN CONSTANT, 126;CENTRO;RIO GRANDE;RS;96200090;-3.203.223;-5.209.316;2026-02-09 21:05:01.741346+00;COLOMBO
7843;S07843 - FUJIOKA - QUADRA SN QUADRA 03 - SN - BRASILIA - DF;;QUADRA SN QUADRA 03, SN;SETOR NORTE (BRAZLANDIA);BRASILIA;DF;72705030;-15.708.703;-4.791.437.519.999.990;2026-02-09 21:05:02.384876+00;FUJIOKA
13323;S13323 - REGIONAL SUL - HAVAN - 0132 - PARANAVAI - JARDIM SANTOS DUMONT - PR;;AVENIDA HEITOR ALENCAR FURTADO, 8171;CHACARAS JARAGUA;PARANAVAI;PR;87706610;-2.306.862;-5.242.762;2026-02-09 21:05:02.694969+00;HAVAN
7775;S07775 - COLOMBO - RUA MARECHAL FLORIANO - 1833 - SANTO ANGELO - RS;;RUA MARECHAL FLORIANO, 1833;CENTRO;SANTO ANGELO;RS;98803433;-2.829.741;-5.426.004;2026-02-09 21:05:01.947218+00;COLOMBO
6745;S06745 - FRIGELAR - RUA COELHO NETO - 337 - JOINVILLE - SC;;Rua Coelho Neto, 337 – Santo Antonio;SANTO ANTONIO;JOINVILLE;SC;89218538;-2.627.612;-4.885.125;2026-02-09 21:05:02.694969+00;FRIGELAR
21255;S21255 - COLOMBO - AVENIDA MARECHAL DEODORO - 137 - CURITIBA - PR;;AVENIDA MARECHAL DEODORO, 137;CENTRO;CURITIBA;PR;80020320;-2.543.194;-4.927.089;2026-02-09 21:05:02.576155+00;COLOMBO
191;S00191 - A.DIAS - AVENIDA PRESIDENTE COSTA E SILVA - 609 - PRAIA GRANDE - SP;;Avenida Presidente Costa e Silva, 609;BOQUEIRAO;PRAIA GRANDE;SP;11701000;-2.400.574;-4.641.337;2026-02-09 21:05:02.239959+00;A.DIAS
10812;S10812 - HAVAN - BRAGANCA SHOPPING CENTER - BRAGANCA PAULISTA - SP;;RODOVIA ALKINDAR MONTEIRO JUNQUEIRA, 1013;ITAPECHINGA;BRAGANCA PAULISTA;SP;12918001;-229.700.687;-465.686.281;2026-02-09 21:05:02.780508+00;HAVAN
18716;S18716 - HAVAN - RO - JI-PARANA - JARDIM PRESIDENCIAL;;AVENIDA TRANSCONTINENTAL, 3351,;JARDIM PRESIDENCIAL;JI-PARANA;RO;76901007;-108.680.611;-61.966.733;2026-02-09 21:05:02.384876+00;HAVAN
82122;S82122 - COLOMBO - RUA HELMUTH SMIDT - 1045 - CERRO LARGO - RS;;RUA HELMUTH SMIDT, 1045;;CERRO LARGO;RS;97900000;-281.456;-5.474.173;2026-02-09 21:05:02.063994+00;COLOMBO
70116;S70116 - COLOMBO - RODOVIA FRANCISCO MAGNO VIEIRA - 672 - FLORIANOPOLIS - SC;;RODOVIA FRANCISCO MAGNO VIEIRA, 672;RIO TAVARES;FLORIANOPOLIS;SC;88063700;-2.766.666;-4.850.328;2026-02-09 21:05:01.947218+00;COLOMBO
3788;S03788 - COLOMBO - AVENIDA JULIO DE CASTILHOS - 331 - SAO FRANCISCO DE PAULA - RS;;AVENIDA JULIO DE CASTILHOS, 331;;SAO FRANCISCO DE PAULA;RS;95400000;-2.944.801;-5.058.193;2026-02-09 21:05:02.063994+00;COLOMBO
129;S00129 - UNIAR - RUA BARAO DE JUNDIAI - 497 - SAO PAULO - SP;;Rua Barão De Jundiaí, 497;SAO PAULO;SAO PAULO;SP;5073010;-2.352.503;-4.670.946;2026-02-09 21:05:02.239959+00;POLOAR
6114;S06114 - HAVAN - AVENIDA JUSCELINO KUBITSCHEK - 3000 - ANAPOLIS - GO;;AVENIDA JUSCELINO KUBITSCHEK, 3000;JARDIM ELDORADO;ANAPOLIS;GO;75105080;-1.635.084;-4.893.363;2026-02-09 21:05:02.384876+00;HAVAN
830;;;0;ST. LESTE VILA NOVA;GOIANIA;GO;;0;0;2026-02-09 21:05:02.384876+00;FUJIOKA
73484;S73484 - COLOMBO - RUA PARANA - 225 - BARRA VELHA - SC;;RUA PARANA, 225;;BARRA VELHA;SC;88390000;-2.663.312;-486.836;2026-02-09 21:05:01.741346+00;COLOMBO
7410;S07410 - FUJIOKA - FORMOSA/GO;;Rua Vsconde De Porto Seguro, 18 Quadra 015 Lote 18;CENTRO;FORMOSA;GO;73801010;-1.554.558;-4.733.764;2026-02-09 21:05:02.384876+00;FUJIOKA
102;S00102 - UNIAR - AVENIDA. OROSIMBO MAIA - 1935 - CAMPINAS - SP;;Avenida. Orosimbo Maia, 1.935 Cambuí;CAMPINAS;CAMPINAS;SP;13024035;-2.288.788;-4.705.289;2026-02-09 21:05:02.239959+00;STR
300;S00300 - FERREIRA COSTA - AVENIDA LUIS VIANA FILHO - 6180 - SALVADOR - BA;;AV. LUIZ VIANA FILHO;;SALVADOR;BA;41730101;-12.940.892.160.637.800;-3.841.543.471.885.120;2026-02-09 21:05:02.239959+00;FERREIRA COSTA
72240;S72240 - COLOMBO - RUA CONSELHEIRO MAFRA - 320 - FLORIANOPOLIS - SC;;RUA CONSELHEIRO MAFRA, 320;CENTRO;FLORIANOPOLIS;SC;88010101;-2.759.653;-4.855.354;2026-02-09 21:05:01.741346+00;COLOMBO
3044;S03044 - ANGELONI - AVENIDA DO ESTADO - 2440 - BALNEARIO CAMBORIU - SC;;AVENIDA DO ESTADO, 2440;NACOES;BALNEARIO CAMBORIU;SC;88338063;-269.767;-4.863.932;2026-02-09 21:05:02.063994+00;ANGELONI
1760;S01760 - RAMSONS - MANAUARA SHOPPING - MANAUS - AM;;Av. Mario Ypiranga 1300 - Adrianopolis;ADRIANOPOLIS;MANAUS;AM;69057002;-31.035.827;-6.001.282.619.999.990;2026-02-09 21:05:02.384876+00;RAMSONS
40551;S40551 - COLOMBO - AVENIDA PRES GETULIO VARGAS - 2194 - ALVORADA - RS;;AVENIDA PRES GETULIO VARGAS, 2194;BELA VISTA;ALVORADA;RS;94810001;-2.999.896;-5.107.746;2026-02-09 21:05:01.947218+00;COLOMBO
901;S00901 - UNIAR - AV. DOUTOR CARLOS DE MORAES BARROS - 350 - OSASCO - SP;;Av. Doutor Carlos De Moraes Barros, 350;CAMPESINA;OSASCO;SP;6023000;-2.354.318;-4.676.952;2026-02-09 21:05:02.239959+00;POLOAR
85814;S85814 - COLOMBO - AVENIDA 25 DE JULHO - 725 - DOIS IRMAOS - RS;;AVENIDA 25 DE JULHO, 725;;DOIS IRMAOS;RS;93950000;-2.958.174;-5.108.754;2026-02-09 21:05:01.598207+00;COLOMBO
986;S00986 - FRIOPECAS - AVENIDA. MALAMEDA MASCARENHAS DE MORAIS - 2683 - IMBIRIBEIRA - PE;;Avenida. Malameda Mascarenhas De Morais , 2683;IMBIRIBEIRA;IMBIRIBEIRA;PE;51150001;-810.423;-3.491.086;2026-02-09 21:05:01.598207+00;FRIOPECAS
3956;S03956 - HAVAN - RUA PREFEITO ROQUE VERNALHA - 589 - PARANAGUA - PR;;RUA PREFEITO ROQUE VERNALHA, 589;ITIBERE;PARANAGUA;PR;83206350;-2.552.799;-4.852.293;2026-02-09 21:05:02.694969+00;HAVAN
7937;S07937 - COLOMBO - RUA JULIO DE CASTILHOS - 187 - CACHOEIRA DO SUL - RS;;RUA JULIO DE CASTILHOS, 187;CENTRO;CACHOEIRA DO SUL;RS;96501001;-3.003.957;-5.289.847;2026-02-09 21:05:01.947218+00;COLOMBO
11460;S11460 - REGIONAL SUL - HAVAN - 0118 - VARGINHA - JARDIM CANAA - MG;;RUA HUMBERTO PIZO, 999;JARDIM CANAA;VARGINHA;MG;37026280;-2.156.997;-454.482;2026-02-09 21:05:02.576155+00;HAVAN
813;S00813 - CLIMA RIO - RUA AMAZONAS DA SILVA - 205 - SAO PAULO - SP;;Rua Amazonas Da Silva, 205;VILA GUILHERME;SAO PAULO;SP;2051000;-2.351.748;-4.661.151;2026-02-09 21:05:01.598207+00;CLIMA RIO
12947;S12947 - REGIONAL SUL - HAVAN - 0130 - CAMPINAS - JARDIM ANTONIO VON ZUBEN - SP;;AVENIDA ENGENHEIRO ANTONIO FRANCISCO DE PAULA SOUZA, 3900;JARDIM ANTONIO VON ZUBEN;CAMPINAS;SP;13044502;-229.497.856;-470.264.568;2026-02-09 21:05:02.780508+00;HAVAN
20879;S20879 - COLOMBO - RUA JULIO DE CASTILHOS - 979 - LAJEADO - RS;;RUA JULIO DE CASTILHOS, 979;CENTRO;LAJEADO;RS;95900022;-2.946.228;-5.196.564;2026-02-09 21:05:01.741346+00;COLOMBO
17908;S17908 - COLOMBO - RUA ALMIRANTE TAMANDARE - 678 - SAO MIGUEL DO OESTE - SC;;RUA ALMIRANTE TAMANDARE, 678;;SAO MIGUEL DO OESTE;SC;89900000;-2.672.804;-5.351.939;2026-02-09 21:05:02.063994+00;COLOMBO
8653;S08653 - FUJIOKA - SHOPPING SUL VALPARAISO - VALPARAISO DE GOIAS - GO;;Rodovia Br 040, Gleba F, Km 12, Qd1 Lt1, Lj 116;PARQUE ESPLANADA III;VALPARAISO DE GOIAS;GO;72876902;-160.791.823;-47.986.195;2026-02-09 21:05:02.239959+00;FUJIOKA
3441;S03441 - HAVAN - RODOVIA DEPUTADO JOAO LEOPOLDO JACOMEL - 12896 - PINHAIS - PR;;RODOVIA DEPUTADO JOAO LEOPOLDO JACOMEL, 12896;EMILIANO PERNETA;PINHAIS;PR;83324292;-2.543.213;-4.919.552;2026-02-09 21:05:02.694969+00;HAVAN
11207;S09913 - ANGELONI - RODOVIA BR 101 KM 154 - SN - PORTO BELO - SC;;RODOVIA BR 101;PEREQUE;PORTO BELO;SC;88210000;-197.507.108;-403.799.016;2026-02-09 21:05:02.239959+00;HAVAN
14133;S14133 - REGIONAL SUL - HAVAN - 0152 - SANTA MARIA - MEDIANEIRA - RS;;AVENIDA HELVIO BASSO, 1250;NOSSA SENHORA MEDIANEIRA;SANTA MARIA;RS;97070805;-297.051.403;-538.136.103;2026-02-09 21:05:01.741346+00;HAVAN
3134;S03134 - FRIGELAR - SIA/SUL TRECHO 1 - SN - BRASILIA - DF;;Sia/Sul Trecho 1, Lotes 1290/1320, Sn;ZONA INDUSTRIAL GUARA;BRASILIA;DF;71215901;-1.580.570.795.575.950;-4.796.383.723.156.990;2026-02-09 21:05:02.384876+00;FRIGELAR
25402;S25402 - RAMSONS - AVENIDA VICENTE QUEIROGA A 8 A - SN - SAO LUIS - MA;;AVENIDA VICENTE QUEIROGA A 8 A, SN;PARQUE TIMBIRAS;SAO LUIS;MA;65042420;-25.575.465;-442.721.618;2026-02-09 21:05:02.239959+00;RAMSONS
28268;S28268 - COLOMBO - AVENIDA CONSUL CARLOS RENAUX - 88 - BRUSQUE - SC;;AVENIDA CONSUL CARLOS RENAUX, 88;CENTRO I;BRUSQUE;SC;88350002;-2.709.719;-4.891.582;2026-02-09 21:05:01.947218+00;COLOMBO
7856;S07856 - COLOMBO - AVENIDA URUGUAI - 636 - TRES DE MAIO - RS;;AVENIDA URUGUAI, 636;;TRES DE MAIO;RS;98910000;-2.777.856;-5.423.432;2026-02-09 21:05:01.947218+00;COLOMBO
40128;S40128 - COLOMBO - AVENIDA PEDRO ADAMS FILHO - 5522 - NOVO HAMBURGO - RS;;AVENIDA PEDRO ADAMS FILHO, 5522;CENTRO;NOVO HAMBURGO;RS;93510132;-2.968.376;-5.113.006;2026-02-09 21:05:01.947218+00;COLOMBO
3800;S03800 - FRIGELAR - RODOVIA BR 316 - SN - ANANINDEUA - PA;;RODOVIA BR 316, KM 05, SN - COQUEIRO;COQUEIRO;ANANINDEUA;PA;67015220;-13.816.305.717.421.300;-4.840.148.879.571.420;2026-02-09 21:05:02.384876+00;FRIGELAR
4530;S04530 - FRIGELAR - AVENIDA DOUTOR PAULO DE MORAES - 1111 - PIRACICABA - SP;;Avenida Doutor Paulo De Moraes, 1111;PAULISTA;PIRACICABA;SP;13400853;-2.273.335;-4.765.912;2026-02-09 21:05:02.239959+00;FRIGELAR
10499;S10499 - HAVAN - AVENIDA CASTELO BRANCO - 15706 - CACOAL - RO;;AVENIDA CASTELO BRANCO, 15706;INCRA;CACOAL;RO;76965894;-1.144.469;-6.144.151;2026-02-09 21:05:02.239959+00;HAVAN
16685;S16685 - COLOMBO - AVENIDA VAZ FERREIRA - 1155 - TUPANCIRETA - RS;;AVENIDA VAZ FERREIRA, 1155;;TUPANCIRETA;RS;98170000;-2.908.105;-5.383.674;2026-02-09 21:05:01.741346+00;COLOMBO
86462;S86462 - COLOMBO - AVENIDA XV DE NOVEMBRO - 1130 - AMPERE - PR;;AVENIDA XV DE NOVEMBRO, 1130;;AMPERE;PR;85640000;-2.591.579;-534.739;2026-02-09 21:05:02.694969+00;COLOMBO
4847;S04847 - HAVAN - AVENIDA PREFEITO MOACYR JULIO SILVESTRI - 1881 - GUARAPUAVA - PR;;AVENIDA PREFEITO MOACYR JULIO SILVESTRI, 1881;BATEL;GUARAPUAVA;PR;85015370;-2.539.294;-5.148.042;2026-02-09 21:05:02.694969+00;HAVAN
326;;;0;ST. CAMPINAS;GOIANIA;GO;;0;0;2026-02-09 21:05:02.384876+00;FUJIOKA
190;S00190 - CENTRAL AR - AV. SELIM JOSE DE SALES - 1108 - IPATINGA - MG;;Av. Selim Jose de Sales, 1108;CANAA;IPATINGA;MG;35164506;-1.945.248.983.722.760;-4.255.480.049.374.940;2026-02-09 21:05:02.576155+00;CENTRAL AR
1550;S01550 - UNIAR - RUA NOVA CIDADE - 128 - SAO PAULO - SP;;Rua Nova Cidade, 128;VILA OLIMPIA;SAO PAULO;SP;4547070;-2.359.766;-4.667.977;2026-02-09 21:05:02.239959+00;STR
7339;S07339 - FUJIOKA - APARECIDA DE GOIANIA GARAVELO/GO;;Avenida Da Igualdade, Qd 111 Lote 04 E 05;SETOR GARAVELO;APARECIDA DE GOIANIA;GO;74930530;-1.676.947;-4.934.099;2026-02-09 21:05:02.384876+00;FUJIOKA
9670;S09670 - ANGELONI - RUA PADRE AGOSTINHO - 2885 - CURITIBA - PR;;RUA PADRE AGOSTINHO, 2885;BIGORRILHO;CURITIBA;PR;80710000;-2.543.434;-4.930.631;2026-02-09 21:05:02.694969+00;ANGELONI
50867;S50867 - COLOMBO - RUA GETULIO VARGAS - 84 - BIGUACU - SC;;RUA GETULIO VARGAS, 84;CENTRO;BIGUACU;SC;88160128;-2.749.652;-4.865.583;2026-02-09 21:05:01.947218+00;COLOMBO
183;S00850 - HAVAN - RODOVIA ANTONIO HEIL - 250 - BRUSQUE - SC;;RODOVIA ANTONIO HEIL, 250;CENTRO;BRUSQUE;SC;88353100;-2.709.853;-4.890.556;2026-02-09 21:05:02.239959+00;HAVAN
8151;S08151 - COLOMBO - RUA ANDRADE NEVES - 448 - RIO PARDO - RS;;RUA ANDRADE NEVES, 448;;RIO PARDO;RS;96640000;-2.998.531;-5.237.772;2026-02-09 21:05:01.947218+00;COLOMBO
18629;S18629 - COLOMBO - RUA BENTO MARTINS - 2829 - URUGUAIANA - RS;;RUA BENTO MARTINS, 2829;CENTRO;URUGUAIANA;RS;97501520;-297.555;-5.708.527;2026-02-09 21:05:02.063994+00;COLOMBO
71511;S71511 - COLOMBO - AVENIDA FELIPE SCHMIDT - 1970 - BRACO DO NORTE - SC;;AVENIDA FELIPE SCHMIDT, 1970;;BRACO DO NORTE;SC;88750000;-2.827.619;-4.916.615;2026-02-09 21:05:01.947218+00;COLOMBO
7943;S07943 - HAVAN - AVENIDA PRESIDENTE VARGAS - SN - RIO VERDE - GO;;AVENIDA PRESIDENTE VARGAS, SN;JARDIM PRESIDENTE;RIO VERDE;GO;75908420;-1.780.377;-5.094.457;2026-02-09 21:05:02.384876+00;HAVAN
