código_pdv;nome_pdv;razao_social;status;endereco;bairro;cidade;uf;cep;latitude;longitude;created_at;bandeira
82980;82980 - COLOMBO - AV PLINIO ARLINDO DE NES - 888 - XAXIM - SC;8,98E+13;1;;;XAXIM;SC;89825000;-2.696.001;-525.339;2026-02-09 21:05:01.741346+00;COLOMBO
28187;28187 - COLOMBO - AVENIDA REPUBLICA ARGENTINA - 4231 - CURITIBA - PR;8,98E+13;1;;NOVO MUNDO;CURITIBA;PR;81050000;-2.548.319;-4.929.318;2026-02-09 21:05:02.576155+00;COLOMBO
2550;02550 - HAVAN - CATUAI SHOPPING MARINGA - MARINGA - PR;7,94E+13;1;;GLEBA PATRIMONIO MARINGA;MARINGA;PR;87070000;-234.202.458;-519.682.484;2026-02-09 21:05:02.694969+00;HAVAN
1696;01696 - ANGELONI - AVENIDA GOVERNADOR IVO SILVEIRA - 2445 - FLORIANOPOLIS - SC;8,36E+13;1;;CAPOEIRAS;FLORIANOPOLIS;SC;88085001;-2.759.985;-485.905;2026-02-09 21:05:02.063994+00;ANGELONI
86381;86381 - COLOMBO - RUA DO COMERCIO - 1213 - TAPEJARA - RS;8,98E+13;1;;;TAPEJARA;RS;99950000;-2.806.867;-5.201.283;2026-02-09 21:05:01.598207+00;COLOMBO
37160;37160 - COLOMBO - AVENIDA D. PEDRO II - 93 - QUATRO BARRAS - PR;8,98E+13;1;;;QUATRO BARRAS;PR;83420000;-2.537.073;-4.905.424;2026-02-09 21:05:02.576155+00;COLOMBO
3215;03215 - FRIGELAR - RUA MATO GROSSO11BARRO PRETO - SN - BELO HORIZONTE - MG;9,27E+13;1;;BARRO PRETO;BELO HORIZONTE;MG;30190081;-199.179.178;-439.459.885;2026-02-09 21:05:02.576155+00;FRIGELAR
2897;02897 - COLOMBO - RUA DOUTOR LUIS AUGUSTO PUPERI - 706 - GUAPORE - RS;8,98E+13;1;;;GUAPORE;RS;99200000;-2.884.705;-5.189.277;2026-02-09 21:05:02.063994+00;COLOMBO
9725;09725 - HAVAN - AVENIDA MARCIA HELENA MOREIRA SILVA - 507 - UBERABA - MG;7,94E+13;1;;PARQUE DAS LARANJEIRAS;UBERABA;MG;38001970;-197.783.089;-479.716.948;2026-02-09 21:05:02.576155+00;HAVAN
157;00157 - CLIMA RIO - AVENIDA AYRTON SENNA - 1850 - RIO DE JANEIRO - RJ;2,76E+13;1;;BARRA PLAZA;RIO DE JANEIRO;RJ;22775003;-2.299.593;-4.336.553;2026-02-09 21:05:01.598207+00;CLIMA RIO
5560;05560 - COLOMBO - RUA TIRADENTES - 49 - SAPIRANGA - RS;8,98E+13;1;;CENTRO;SAPIRANGA;RS;93800010;-2.963.719;-5.100.812;2026-02-09 21:05:02.063994+00;COLOMBO
34748;34748 - COLOMBO - RUA BENTO MARTINS - 2909 - URUGUAIANA - RS;8,98E+13;1;;CENTRO;URUGUAIANA;RS;97501546;-2.975.549;-5.708.446;2026-02-09 21:05:01.947218+00;COLOMBO
1353;01353 - DUFRIO - AVENIDA GOVERNADOR PEDRO DE TOLEDO - 431 E 465 - CAMPINAS - SP;1,75E+12;1;;;CAMPINAS;SP;13070752;-2.290.213;-4.707.578;2026-02-09 21:05:02.239959+00;DUFRIO
85903;85903 - COLOMBO - RUA LUIZ MICHIELON - 1792 - CAXIAS DO SUL - RS;8,98E+13;1;;NOSSA SENHORA DE LOURDES;CAXIAS DO SUL;RS;95074001;-2.917.022;-5.115.666;2026-02-09 21:05:01.598207+00;COLOMBO
57799;57799 - COLOMBO - AVENIDA SALZANO DA CUNHA - 288 - SANANDUVA - RS;8,98E+13;1;;;SANANDUVA;RS;99840000;-2.795.022;-5.181.175;2026-02-09 21:05:01.947218+00;COLOMBO
5223;05223 - HAVAN - LIMEIRA SHOPPING - LIMEIRA - SP;7,94E+13;1;;PARQUE EGISTO RAGAZZO;LIMEIRA;SP;13485346;-2.253.227;-4.738.667;2026-02-09 21:05:02.780508+00;HAVAN
6033;06033 - HAVAN - ESTRADA DA RIBEIRA BR 476 - 200 - COLOMBO - PR;7,94E+13;1;;GUARANI;COLOMBO;PR;83408000;-2.534.896;-4.917.622;2026-02-09 21:05:02.694969+00;HAVAN
